"SampleID"	"StratUnit"	"Si"	"Ti"	"Al"	"Fe"	"Mg"	"Ca"	"Na"	"K"	"P"	"Rb"	"Nb"	"Zr"	"Th"	"V"	"Cr"	"Co"	"Ni"	"La"	"Er"	"Yb"	"Y"	"Ga"
11	"eJF"	44.1087809704694	1.16844452901906	2.78089797906535	10.3173651912383	37.6122293891234	3.07300911132012	0.19863556993324	0.116844452901906	0.268742241674383	0.00084128006089372	0.00781689389913749	0.00660171158895767	0.000981493404376007	0.00782857834442767	0.127126764757273	0.0125958320228254	0.184731080037913	0.00517620926355442	5.37484483348766e-05	4.67377811607622e-05	0.000689382272121243	0.000560853373929147
12	"eJF"	44.577588607893	1.2972314145154	2.34680955898696	10.2953002261086	37.5253669180729	3.10156238197774	0.141516154310771	0.0943441028738476	0.259446282903081	0.000707580771553857	0.00786593957710704	0.00613236668680009	0.00104957814447155	0.00731166797272319	0.119463220264009	0.0119463220264009	0.199066057063818	0.00607340162250394	5.66064617243085e-05	4.12755450073083e-05	0.000707580771553857	0.000412755450073083
13	"eJF"	44.7087923446836	1.41670321662583	1.49934423759567	10.5308272435854	38.4516864712528	2.63270681089634	0.118058601385486	0.0236117202770972	0.25972892304807	0.000436816825126299	0.00855924860044775	0.00521819018123849	0.00101530397191518	0.0068473988803582	0.112273729917597	0.0123135121245062	0.204831673403818	0.00608001797135254	3.65981664295007e-05	4.2501096498775e-05	0.000578487146788882	0.000306952363602264
14	"eJF"	42.3882514238216	1.49661048952609	1.9208465338012	11.1126274930953	39.3596774410798	2.95786797536259	0.0235686691263951	0.0471373382527902	0.365314371459124	0.000518510720780692	0.0104291360884298	0.00749483678219365	0.00119021779088295	0.00801334750297434	0.11454373195428	0.0121496489346567	0.164862840539134	0.00763624879695201	5.65648059033483e-05	6.01001062723075e-05	0.000730628742918248	0.000412451709711914
15	"eJF"	43.5968664478657	1.61208386055536	1.47087943481328	11.7199673365922	38.4076038018444	2.40047523761528	0.117670354785063	0.0353011064355188	0.270641816005644	0.000411846241747719	0.00940186134732651	0.00578938145542508	0.00118847058332913	0.00694255093231869	0.119906091525979	0.0127436994232223	0.203922724842514	0.00722495978380285	4.00079206269213e-05	3.29476993398175e-05	0.000600118809403819	0.000305942922441163
16	"eJF"	44.7991362831068	1.5919077862467	1.44934888001565	9.3732480846914	38.5265444089407	3.51645302036585	0.0831593619681112	0.035639726557762	0.261357994756921	0.000392036992135382	0.0096464859883009	0.00596371424399883	0.00134242970034237	0.00653394986892303	0.114641120427468	0.0131629390086667	0.203265240467769	0.00722298458237309	3.5639726557762e-05	4.75196354103493e-05	0.000582115533776779	0.000368277174430207
17	"eJF"	46.204374921809	1.57230664853797	2.91829643099851	10.1127904894601	33.3876934534237	4.53824873555278	0.416899490142644	0.202494038069284	0.309696764105964	0.00178671210061133	0.00923134585315854	0.00849283818490586	0.00139363543847684	0.00809976152277137	0.118995025900715	0.0103510187695416	0.170214106118239	0.00696817719238419	7.50419082256759e-05	7.86153324268986e-05	0.000964824534330119	0.000547925044187475
18	"eJF"	43.5502093129005	1.26572190683349	3.03538864694328	9.92654125081451	36.8582907128827	4.37142843748974	0.164075061996934	0.19923400385342	0.281271534851887	0.00105476825569458	0.00788732262313833	0.00657472212716286	0.00104304860840908	0.00843814604555661	0.143565679247317	0.0113914971615014	0.16137954312127	0.00509804656919045	6.09421658845755e-05	5.62543069703774e-05	0.000726618131700708	0.000562543069703774
19	"eJF"	41.2438311997587	1.11759012187297	2.66319348191004	9.2260631337598	37.9267286039868	6.9789936333982	0.142671079388038	0.071335539694019	0.261563645544736	0.000475570264626794	0.00771612754356973	0.00633697377615202	0.000998697555716267	0.00844137219712559	0.139104302403337	0.0119962599252109	0.185234618072136	0.00636075228938337	6.30130600630502e-05	5.35016547705143e-05	0.00077280168001854	0.000475570264626794
20	"eJF"	44.2608271810406	1.61100341586424	2.93560622446373	9.47508675700895	35.704609039006	5.03587734440526	0.274467248628723	0.0358000759080943	0.33413404180888	0.000704068159525854	0.00985695423336196	0.00852041806612644	0.0014439363949598	0.0075180159406998	0.132221613687228	0.00892615225975151	0.154417660750247	0.00750608258206377	6.44401366345697e-05	7.27934876797917e-05	0.000871135180430294	0.000465400986805226
21	"eJF"	41.8306350204126	1.2690192646642	2.4792876374458	9.78789858764148	40.3148620098414	3.48980297782656	0.105751605388683	0.0940014270121631	0.30550463778953	0.000517007848566897	0.00945889359309891	0.00681510345838182	0.000987014983627713	0.00775511772850346	0.118206794467795	0.0113154217765891	0.159567422353147	0.00710885791779483	6.81510345838182e-05	6.22759453955581e-05	0.000787261951226866	0.000587508918826019
22	"eJF"	41.1682203774715	1.37266845754145	4.11800537262434	10.8985142189282	38.1743831381785	2.98200389052108	0.48516729964827	0.142000185262908	0.319500416841544	0.000946667901752722	0.00843717767437114	0.0086501779522655	0.00100583464561227	0.00923001204208904	0.127090165810303	0.010401513570508	0.166140216757603	0.00573917415437588	8.40167762805541e-05	7.21834275086451e-05	0.000982167948068449	0.000757334321402178
23	"eJF"	41.943545914271	1.2609233882339	3.17609947790991	9.33797037512839	37.1020759235993	6.29272143750691	0.118955036625839	0.142746043951007	0.285492087902015	0.000820789752718292	0.00814842000887	0.00662579554005926	0.00102301331498222	0.00856476263706044	0.131088450361675	0.0114672655307309	0.164157950543658	0.00609049787524298	5.70984175804029e-05	4.63924642840774e-05	0.000689939212429869	0.000689939212429869
24	"eJF"	43.8907383185961	1.34922077162218	2.04142968923703	10.4887249550454	38.4821228775716	2.93308863396125	0.105591190822605	0.11732354535845	0.2346470907169	0.000786067753901615	0.00756736867562003	0.00530302425020194	0.000926856008331755	0.00809532462973305	0.131637017892181	0.0116971574722375	0.184901907484917	0.00511530657762842	5.04491245041335e-05	4.692941814338e-05	0.00053968830864887	0.00044582947236211
25	"eJF"	44.4145702416016	1.29625967805152	2.27434652603585	11.2656750201568	36.3895444165735	3.09923904843227	0.341741187849946	0.212115220044794	0.306388651175814	0.00126090714137739	0.00741224852267641	0.00511433363885781	0.000836676701287799	0.00671698196808514	0.133043379683651	0.011925589038074	0.227788177970326	0.00489043423992164	5.65640586786117e-05	4.94935513437853e-05	0.000636345660134382	0.000388877903415456
